answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 741, 'end': 750}]"," under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching fro",answer,['the nominee or the insured member’s family '],"[{'start': 1475, 'end': 1518}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,4,Reader,Who will receive the insured sum upon death of the PMJJBY insured member?,prediction,0.01283541601151228
,,"[{'start': 0, 'end': 0}]",,answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,1,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.022228296846151352
30 days,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 638, 'end': 645}]",of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their w,answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.18590524792671204
this time period will be renewed every year,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 840, 'end': 883}]","period of one year, stretching from June 1 to May 31; this time period will be renewed every year.
Features of PMJJBY:
Pradhan Mantri Jeevan Jyoti Bim",answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.14285714285714288,3,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.30387312173843384
till 31 May of the next year,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 10, 'end': 38}]","will last till 31 May of the next year. Henceforth, the policy can be renewed on 1 June every year by paying the premium amount from the bank account.",answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],1.0,1.0,4,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.969261884689331
June 1 to May 31,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 822, 'end': 838}]","he insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year.
Features of PMJJBY:
",answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.4444444444444445,1,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.5482346415519714
1 June,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 81, 'end': 87}]"," till 31 May of the next year. Henceforth, the policy can be renewed on 1 June every year by paying the premium amount from the bank account. GST is e",answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.6666666666666666,2,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.7962672114372253
,,"[{'start': 0, 'end': 0}]",,answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.010306690819561481
30 days to customers,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 638, 'end': 658}]",cy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their wish and,answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.009266073815524578
45 days,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 301, 'end': 308}]","oted that the risk cover under the policy will be applicable only after 45 days of enrolment in the scheme
Eligibility Conditions for PMJJBY:
The memb",answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],1.0,1.0,1,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.9584267139434814
,,"[{'start': 0, 'end': 0}]",,answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.00977037288248539
one year,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 796, 'end': 804}]","a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed ev",answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.012866848148405552
15 days,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 547, 'end': 554}]",vered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-lo,answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.5,4,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.3163753151893616
,,"[{'start': 0, 'end': 0}]",,answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,1,Reader,What is mandatory for PMJJBY scheme?,prediction,0.06552988290786743
It is mandatory for the insurers to have a savings bank account and give their consent to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 540, 'end': 781}]", It is mandatory for the insurers to have a savings bank account and give their consent to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts,answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.14634146341463414,2,Reader,What is mandatory for PMJJBY scheme?,prediction,0.5744337439537048
"an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1134, 'end': 1246}]","he scheme asks for an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts. It must be noted ",answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.11764705882352941,3,Reader,What is mandatory for PMJJBY scheme?,prediction,0.23166319727897644
the PMJJBY application form,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1128, 'end': 1155}]","mber’s bank account on an annual basis. It must be noted that the PMJJBY application form is available in several languages such as English, Hindi, Gu",answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,What is mandatory for PMJJBY scheme?,prediction,0.009030143730342388
annual basis,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1092, 'end': 1104}]", deducted automatically from the insured member’s bank account on an annual basis. It must be noted that the PMJJBY application form is available in s,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.5,1,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.34856677055358887
,,"[{'start': 0, 'end': 0}]",,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.24697020649909973
automatically be deducted from the member’s bank accounts,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1189, 'end': 1246}]","l premium from the insured members, which will automatically be deducted from the member’s bank accounts. It must be noted that the scheme offers a te",answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.09136877954006195
The premium amount is Rs.12 per annum per member and will be auto-debited,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 888, 'end': 961}]"," will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The p",answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.13585588335990906
"English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1198, 'end': 1272}]","vailable in several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit t",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],1.0,1.0,1,Reader,What are the languages in which PMJJBY form is available?,prediction,0.971258819103241
,,"[{'start': 0, 'end': 0}]",,answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,What are the languages in which PMJJBY form is available?,prediction,0.00992586463689804
"ati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1219, 'end': 1272}]","n several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit the scheme ",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.7777777777777777,3,Reader,What are the languages in which PMJJBY form is available?,prediction,0.6743552088737488
"The individual can register by contacting the affiliated bank or an insurance company or can download the form from the Government. 
The participating banks are offering application to the scheme through SMS or net banking",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 613, 'end': 835}]","The individual can register by contacting the affiliated bank or an insurance company or can download the form from the Government. 
The participating banks are offering application to the scheme through SMS or net banking",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,What are the languages in which PMJJBY form is available?,prediction,0.2015431523323059
,,"[{'start': 0, 'end': 0}]",,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,What does PMSBY mean?,prediction,0.010029768571257591
"social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly",d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 58, 'end': 167}]","ojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of th",answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What does PMSBY mean?,prediction,0.009682146832346916
In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 522, 'end': 659}]",cheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In t,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What does PMSBY mean?,prediction,0.023489203304052353
"The bank will obtain the demographic details of the nominee, nominee relationship and date of birth from the savings account",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1170, 'end': 1294}]","ngs account. The bank will obtain the demographic details of the nominee, nominee relationship and date of birth from the savings account. In case the",answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What does PMSBY mean?,prediction,0.010729264467954636
social security schemes,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 195, 'end': 218}]","ty cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The o",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.6666666666666666,1,Reader,What type of scheme is PMSBY?,prediction,0.9614121913909912
,,"[{'start': 0, 'end': 0}]",,answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What type of scheme is PMSBY?,prediction,0.011481150053441525
Public Sector General Insurance Companies,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 477, 'end': 518}]",t years. The scheme is offered and administered by the Public Sector General Insurance Companies (PSGICs) and other general insurance companies in col,answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What type of scheme is PMSBY?,prediction,0.022569574415683746
Mediclaim,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1678, 'end': 1687}]","oot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What type of scheme is PMSBY?,prediction,0.009432652965188026
accidental death and disability cover,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 102, 'end': 139}]"," SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three ",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.9090909090909091,1,Reader,What is covered under PMSBY scheme?,prediction,0.7173097133636475
,,"[{'start': 0, 'end': 0}]",,answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is covered under PMSBY scheme?,prediction,0.009457243606448174
