answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
the nominee or the family members,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 631, 'end': 664}]","iple bank accounts. In case of death of the policy holder, the nominee or the family members can claim the insured amount of Rs.2 Lakh by contacting t",answer,['the nominee or the insured member’s family '],"[{'start': 1475, 'end': 1518}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.6666666666666665,3,Reader,Who will receive the insured sum upon death of the PMJJBY insured member?,prediction,0.6525417566299438
"All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member",d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 376, 'end': 936}]","All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member",answer,['the nominee or the insured member’s family '],"[{'start': 1475, 'end': 1518}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.04395604395604395,4,Reader,Who will receive the insured sum upon death of the PMJJBY insured member?,prediction,0.43732860684394836
,,"[{'start': 0, 'end': 0}]",,answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,1,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.022228296846151352
3 years,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1281, 'end': 1288}]"," the cost of insurance. If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued. For premiu",answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.025970011949539185
30 days to customers,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 638, 'end': 658}]",cy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their wish and,answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.1054731011390686
10 years,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 755, 'end': 763}]"," has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long ",answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.01153846736997366
June 1 to May 31,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 822, 'end': 838}]","he insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year.
Features of PMJJBY:
",answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.4444444444444445,1,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.5482346415519714
,,"[{'start': 0, 'end': 0}]",,answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.010306690819561481
1 June every year,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 81, 'end': 98}]"," 31 May of the next year. Henceforth, the policy can be renewed on 1 June every year by paying the premium amount from the bank account. GST is exempt",answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],1.0,1.0,3,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.9693371653556824
yearly,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 161, 'end': 167}]","ers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced i",answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.34484946727752686
45 days,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 301, 'end': 308}]","oted that the risk cover under the policy will be applicable only after 45 days of enrolment in the scheme
Eligibility Conditions for PMJJBY:
The memb",answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],1.0,1.0,1,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.9584267139434814
,,"[{'start': 0, 'end': 0}]",,answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.00977037288248539
Month,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1739, 'end': 1744}]",ending upon the request date of joining the scheme. The revised premium amount that must paid under the scheme is Month of Enrolment	and Premium to be,answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.10026640444993973
"one year, stretching from June 1 to May 31",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 796, 'end': 838}]","s.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year.
Feature",answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.029171181842684746
,,"[{'start': 0, 'end': 0}]",,answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,1,Reader,What is mandatory for PMJJBY scheme?,prediction,0.06552988290786743
It is mandatory for the insurers to have a savings bank account and give their consent to join/enable auto-debit,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 540, 'end': 652}]", open the account. It is mandatory for the insurers to have a savings bank account and give their consent to join/enable auto-debit the premium amount,answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.3,2,Reader,What is mandatory for PMJJBY scheme?,prediction,0.5074291229248047
"an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1134, 'end': 1246}]","he scheme asks for an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts. It must be noted ",answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.11764705882352941,3,Reader,What is mandatory for PMJJBY scheme?,prediction,0.23166319727897644
"The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 707, 'end': 883}]","The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year",answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,What is mandatory for PMJJBY scheme?,prediction,0.02477790042757988
annual basis,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1092, 'end': 1104}]", deducted automatically from the insured member’s bank account on an annual basis. It must be noted that the PMJJBY application form is available in s,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.5,1,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.34856677055358887
,,"[{'start': 0, 'end': 0}]",,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.24697020649909973
the premium amount will be deducted automatically from the insured member’s bank account,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 997, 'end': 1085}]", period. It must be noted that the premium amount will be deducted automatically from the insured member’s bank account on an annual basis. It must be,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.17816834151744843
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 888, 'end': 992}]"," Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nomi",answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.15341173112392426
"English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1198, 'end': 1272}]","vailable in several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit t",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],1.0,1.0,1,Reader,What are the languages in which PMJJBY form is available?,prediction,0.971258819103241
,,"[{'start': 0, 'end': 0}]",,answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,What are the languages in which PMJJBY form is available?,prediction,0.00992586463689804
"Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1207, 'end': 1272}]","able in several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit the s",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.9473684210526316,3,Reader,What are the languages in which PMJJBY form is available?,prediction,0.8614734411239624
"Pradhan Mantri Jeevan Jyoti Bima Yojana or PMJBY was started by the then Finance Minister, Mr. Arun Jaitley in the annual financial budget of 2015.",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 12, 'end': 159}]","e Pradhan Mantri Jeevan Jyoti Bima Yojana or PMJBY was started by the then Finance Minister, Mr. Arun Jaitley in the annual financial budget of 2015. ",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,What are the languages in which PMJJBY form is available?,prediction,0.009835297241806984
,,"[{'start': 0, 'end': 0}]",,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,What does PMSBY mean?,prediction,0.010029768571257591
Pradhan Mantri Suraksha Bima Yojana,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 7, 'end': 42}]","PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can ",answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,2,Reader,What does PMSBY mean?,prediction,0.9695111513137817
The individual must respond to the SMS as ‘PMSBY Y’,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 971, 'end': 1022}]",n the individual will receive the activation SMS. The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What does PMSBY mean?,prediction,0.015411032363772392
The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 971, 'end': 1079}]", the activation SMS. The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message. The Bank will proce,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What does PMSBY mean?,prediction,0.09036660194396973
social security scheme,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 58, 'end': 80}]","PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can ",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What type of scheme is PMSBY?,prediction,0.9681877493858337
,,"[{'start': 0, 'end': 0}]",,answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What type of scheme is PMSBY?,prediction,0.011481150053441525
yearly scheme,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 320, 'end': 333}]","auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence the individual must provide consent for auto-debit befor",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.4,3,Reader,What type of scheme is PMSBY?,prediction,0.3082202970981598
