answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
the nominee or the family members,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 631, 'end': 664}]","iple bank accounts. In case of death of the policy holder, the nominee or the family members can claim the insured amount of Rs.2 Lakh by contacting t",answer,['the nominee or the insured member’s family '],"[{'start': 1475, 'end': 1518}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.6666666666666665,3,Reader,Who will receive the insured sum upon death of the PMJJBY insured member?,prediction,0.6525417566299438
The individual will receive the acknowledgement message,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1024, 'end': 1079}]",ndividual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message. The Bank will process the request with the in,answer,['the nominee or the insured member’s family '],"[{'start': 1475, 'end': 1518}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,4,Reader,Who will receive the insured sum upon death of the PMJJBY insured member?,prediction,0.009296506643295288
,,"[{'start': 0, 'end': 0}]",,answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,1,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.022228296846151352
3 years,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1281, 'end': 1288}]"," the cost of insurance. If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued. For premiu",answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.025970011949539185
will last till 31 May,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 0, 'end': 21}]","will last till 31 May of the next year. Henceforth, the policy can be renewed on 1 June every year by paying the premium amount from the bank account.",answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.5454545454545454,3,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.8283740878105164
on or before June 1st,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1117, 'end': 1138}]","ctions to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commenc",answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.11461988836526871
1 June,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 81, 'end': 87}]"," till 31 May of the next year. Henceforth, the policy can be renewed on 1 June every year by paying the premium amount from the bank account. GST is e",answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.6666666666666666,1,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.7962672114372253
,,"[{'start': 0, 'end': 0}]",,answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.010306690819561481
June 1 to May 31,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 822, 'end': 838}]","he insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year.
Features of PMJJBY:
",answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.4444444444444445,3,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.5482346415519714
31 May,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 704, 'end': 710}]",in/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts.,answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.014420529827475548
45,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 301, 'end': 303}]"," noted that the risk cover under the policy will be applicable only after 45 days of enrolment in the scheme
Eligibility Conditions for PMJJBY:
The me",answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.6666666666666666,1,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.6601240038871765
,,"[{'start': 0, 'end': 0}]",,answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.00977037288248539
15 days,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 547, 'end': 554}]",vered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-lo,answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.5,3,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.3163753151893616
every year,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 873, 'end': 883}]","r, stretching from June 1 to May 31; this time period will be renewed every year.
Features of PMJJBY:
Pradhan Mantri Jeevan Jyoti Bima Yojana is a one",answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.009695310145616531
,,"[{'start': 0, 'end': 0}]",,answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,1,Reader,What is mandatory for PMJJBY scheme?,prediction,0.06552988290786743
It is mandatory for the insurers to have a savings bank account and give their consent to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 540, 'end': 781}]", It is mandatory for the insurers to have a savings bank account and give their consent to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts,answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.14634146341463414,2,Reader,What is mandatory for PMJJBY scheme?,prediction,0.5744337439537048
The instruction for auto-debit,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 231, 'end': 261}]"," May 31st of the subsequent year, i.e a period of one year. The instruction for auto-debit has to be given to the bank by May 31 every year. It is a y",answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,What is mandatory for PMJJBY scheme?,prediction,0.0940946713089943
one bank account only,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 638, 'end': 659}]","ultiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be ",answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.5714285714285715,4,Reader,What is mandatory for PMJJBY scheme?,prediction,0.5191502571105957
,,"[{'start': 0, 'end': 0}]",,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,1,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.24697020649909973
automatically,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1033, 'end': 1046}]",nt period. It must be noted that the premium amount will be deducted automatically from the insured member’s bank account on an annual basis. It must ,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.011851467192173004
annual,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1092, 'end': 1098}]", be deducted automatically from the insured member’s bank account on an annual basis. It must be noted that the PMJJBY application form is available i,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.30493322014808655
auto-debit,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1219, 'end': 1229}]","deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disa",answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.1337032914161682
"English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1198, 'end': 1272}]","vailable in several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit t",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],1.0,1.0,1,Reader,What are the languages in which PMJJBY form is available?,prediction,0.971258819103241
,,"[{'start': 0, 'end': 0}]",,answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,What are the languages in which PMJJBY form is available?,prediction,0.00992586463689804
", Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1205, 'end': 1272}]","lable in several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit the ",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.9473684210526316,3,Reader,What are the languages in which PMJJBY form is available?,prediction,0.844020664691925
Type I and Type II ULIP,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1364, 'end': 1387}]","n the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fu",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.125,4,Reader,What are the languages in which PMJJBY form is available?,prediction,0.009274907410144806
,,"[{'start': 0, 'end': 0}]",,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,What does PMSBY mean?,prediction,0.010029768571257591
Y,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1020, 'end': 1021}]",ceive the activation SMS. The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message. The Bank will ,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What does PMSBY mean?,prediction,0.02861466445028782
Pradhan Mantri Suraksha Bima Yojana,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 7, 'end': 42}]","PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can ",answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,3,Reader,What does PMSBY mean?,prediction,0.9695111513137817
In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 522, 'end': 659}]",cheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In t,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What does PMSBY mean?,prediction,0.023489203304052353
social security,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 58, 'end': 73}]","PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can ",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.8,1,Reader,What type of scheme is PMSBY?,prediction,0.921108603477478
,,"[{'start': 0, 'end': 0}]",,answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What type of scheme is PMSBY?,prediction,0.011481150053441525
a yearly scheme,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 318, 'end': 333}]"," auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence the individual must provide consent for auto-debit befo",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.4,3,Reader,What type of scheme is PMSBY?,prediction,0.33433982729911804
joint account holders,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 676, 'end': 697}]","to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can ",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What type of scheme is PMSBY?,prediction,0.009216725826263428
one-year accidental death and disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 93, 'end': 133}]","jana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.9090909090909091,1,Reader,What is covered under PMSBY scheme?,prediction,0.9536409378051758
risk,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 243, 'end': 247}]",m the Pradhan Mantri Jeevan Jyoti Bima Yojana. It must be noted that the risk cover under the policy will be applicable only after 45 days of enrolmen,answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is covered under PMSBY scheme?,prediction,0.00941374059766531
