answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
GST,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 150, 'end': 153}]",d on 1 June every year by paying the premium amount from the bank account. GST is exempted from the Pradhan Mantri Jeevan Jyoti Bima Yojana. It must b,answer,['The Pradhan Mantri Jeevan Jyoti Bima Yojana '],"[{'start': 8, 'end': 52}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,4,Reader,Which scheme's main idea was to increase health insured citizens in India?,prediction,0.009631650522351265
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 696, 'end': 705}]","lder, the nominee or the family members can claim the insured amount of Rs.2 Lakh by contacting the respective banks branch where the insured person w",answer,['Rs.2 Lakh'],"[{'start': 741, 'end': 750}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],1.0,1.0,1,Reader,What is the life cover sum insured under PMJJBY?,prediction,0.9641627073287964
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 740, 'end': 749}]","s under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching fr",answer,['Rs.2 Lakh'],"[{'start': 741, 'end': 750}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],1.0,1.0,2,Reader,What is the life cover sum insured under PMJJBY?,prediction,0.9641627073287964
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1548, 'end': 1557}]",e nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The policy will automatically mature when the insured member reache,answer,['Rs.2 Lakh'],"[{'start': 741, 'end': 750}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],1.0,1.0,3,Reader,What is the life cover sum insured under PMJJBY?,prediction,0.9641627073287964
Rs. 2 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1248, 'end': 1258}]", the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for per,answer,['Rs.2 Lakh'],"[{'start': 741, 'end': 750}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.4,4,Reader,What is the life cover sum insured under PMJJBY?,prediction,0.96540367603302
50 years,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 841, 'end': 849}]",nk accounts. Entry to the scheme will not be possible beyond the age of 50 years. The eligible candidates can join the scheme before giving any self d,answer,['18 and 50 years'],"[{'start': 1069, 'end': 1084}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.6666666666666666,1,Reader,What is the age limit for PMJJBY scheme?,prediction,0.5843664407730103
between 18 and 50 years of age,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 413, 'end': 443}]","tions for PMJJBY:
The member applying for the scheme must be between 18 and 50 years of age. No health certificate or information of pre-existing dise",answer,['18 and 50 years'],"[{'start': 1069, 'end': 1084}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.7272727272727273,2,Reader,What is the age limit for PMJJBY scheme?,prediction,0.9332516193389893
between the ages of 18 and 50 years,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1048, 'end': 1083}]", for renewal every year. The scheme is available to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an ann,answer,['18 and 50 years'],"[{'start': 1069, 'end': 1084}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.7272727272727273,3,Reader,What is the age limit for PMJJBY scheme?,prediction,0.9354848861694336
55 years of age,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1628, 'end': 1643}]",The policy will automatically mature when the insured member reaches 55 years of age. It must be noted that irrespective of the date when the policy w,answer,['18 and 50 years'],"[{'start': 1069, 'end': 1084}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.25,4,Reader,What is the age limit for PMJJBY scheme?,prediction,0.34590575098991394
term plan,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1289, 'end': 1298}]",m the member’s bank accounts. It must be noted that the scheme offers a term plan wherein the insurance company will pay the insurance amount to the m,answer,['term plan'],"[{'start': 1290, 'end': 1299}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],1.0,1.0,1,Reader,What type of insurance plan does PMJJBY scheme offers?,prediction,0.9658809900283813
No health certificate or information of pre-existing disease is required to open the account,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 445, 'end': 537}]",tween 18 and 50 years of age. No health certificate or information of pre-existing disease is required to open the account. It is mandatory for the in,answer,['term plan'],"[{'start': 1290, 'end': 1299}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,2,Reader,What type of insurance plan does PMJJBY scheme offers?,prediction,0.011636919341981411
one-year life insurance,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 949, 'end': 972}]","Features of PMJJBY:
Pradhan Mantri Jeevan Jyoti Bima Yojana is a one-year life insurance scheme available for renewal every year. The scheme is availa",answer,['term plan'],"[{'start': 1290, 'end': 1299}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,3,Reader,What type of insurance plan does PMJJBY scheme offers?,prediction,0.08406845480203629
,,"[{'start': 0, 'end': 0}]",,answer,['term plan'],"[{'start': 1290, 'end': 1299}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,4,Reader,What type of insurance plan does PMJJBY scheme offers?,prediction,0.04284290596842766
,,"[{'start': 0, 'end': 0}]",,answer,['55 years'],"[{'start': 1629, 'end': 1637}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,1,Reader,At what age of the insurer will the PMJJBY policy mature automatically?,prediction,0.009923269040882587
55,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1628, 'end': 1630}]",Lakh. The policy will automatically mature when the insured member reaches 55 years of age. It must be noted that irrespective of the date when the po,answer,['55 years'],"[{'start': 1629, 'end': 1637}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.6666666666666666,2,Reader,At what age of the insurer will the PMJJBY policy mature automatically?,prediction,0.898503839969635
50,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 428, 'end': 430}]","ions for PMJJBY:
The member applying for the scheme must be between 18 and 50 years of age. No health certificate or information of pre-existing disea",answer,['55 years'],"[{'start': 1629, 'end': 1637}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,3,Reader,At what age of the insurer will the PMJJBY policy mature automatically?,prediction,0.3472433090209961
55,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 307, 'end': 309}]",urrence of any of the following and no benefits would be payable. Reaching 55 years of age subject to annual renewal subject to that date. Closure of ,answer,['55 years'],"[{'start': 1629, 'end': 1637}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.6666666666666666,4,Reader,At what age of the insurer will the PMJJBY policy mature automatically?,prediction,0.898503839969635
upon the death of the insured member,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1387, 'end': 1423}]","will pay the insurance amount to the member’s family only upon the death of the insured member. In case of death of the member (who is insured), the n",answer,['upon the death of the insured member'],"[{'start': 1388, 'end': 1424}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],1.0,1.0,1,Reader,"When will the insurance company pay PMJJBY insurance to the family members?
",prediction,0.9710292220115662
only upon the death of the insured member,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1382, 'end': 1423}]","ny will pay the insurance amount to the member’s family only upon the death of the insured member. In case of death of the member (who is insured), th",answer,['upon the death of the insured member'],"[{'start': 1388, 'end': 1424}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.9090909090909091,2,Reader,"When will the insurance company pay PMJJBY insurance to the family members?
",prediction,0.9337288737297058
,,"[{'start': 0, 'end': 0}]",,answer,['upon the death of the insured member'],"[{'start': 1388, 'end': 1424}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,3,Reader,"When will the insurance company pay PMJJBY insurance to the family members?
",prediction,0.017767036333680153
"In case of death, it will be credited to the bank account of the nominee/legal heir",d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 232, 'end': 315}]","he bank account of the individual. In case of death, it will be credited to the bank account of the nominee/legal heir. The Scheme will be terminated ",answer,['upon the death of the insured member'],"[{'start': 1388, 'end': 1424}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.21052631578947364,4,Reader,"When will the insurance company pay PMJJBY insurance to the family members?
",prediction,0.44353511929512024
the nominee or the family members,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 630, 'end': 663}]","tiple bank accounts. In case of death of the policy holder, the nominee or the family members can claim the insured amount of Rs.2 Lakh by contacting ",answer,['the nominee or the insured member’s family '],"[{'start': 1475, 'end': 1518}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.6666666666666665,1,Reader,Who will receive the insured sum upon death of the PMJJBY insured member?,prediction,0.6525417566299438
,,"[{'start': 0, 'end': 0}]",,answer,['the nominee or the insured member’s family '],"[{'start': 1475, 'end': 1518}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.0,2,Reader,Who will receive the insured sum upon death of the PMJJBY insured member?,prediction,0.00980423204600811
member’s family,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1366, 'end': 1381}]",n wherein the insurance company will pay the insurance amount to the member’s family only upon the death of the insured member. In case of death of th,answer,['the nominee or the insured member’s family '],"[{'start': 1475, 'end': 1518}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.5714285714285715,3,Reader,Who will receive the insured sum upon death of the PMJJBY insured member?,prediction,0.5458037853240967
the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1474, 'end': 1557}]","th of the member (who is insured), the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The policy will automatically ",answer,['the nominee or the insured member’s family '],"[{'start': 1475, 'end': 1518}]",['86b6adea4b99d7e62c865b8c75353e3a-0'],0.0,0.5555555555555556,4,Reader,Who will receive the insured sum upon death of the PMJJBY insured member?,prediction,0.5628962516784668
,,"[{'start': 0, 'end': 0}]",,answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,1,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.022228296846151352
"irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability is defined as total and irrecoverable loss of an eyesight",d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1399, 'end': 1561}]"," irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability is defined as total and irrecoverable loss of an eyesigh",answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.058823529411764705,2,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.5124371647834778
"first 3 years of the policy, insurance cover is immediately discontinued. For premiums not paid after 3 years",f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1274, 'end': 1383}]","he premium within the first 3 years of the policy, insurance cover is immediately discontinued. For premiums not paid after 3 years, the surrender val",answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.08695652173913045,3,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.3303212821483612
31 May of each annual coverage paid under the scheme from their bank accounts. Entry to the scheme will not be possible beyond the age of 50 years,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 703, 'end': 849}]",re 31 May of each annual coverage paid under the scheme from their bank accounts. Entry to the scheme will not be possible beyond the age of 50 years.,answer,['till 31 May of the next year'],"[{'start': 10, 'end': 38}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.1935483870967742,4,Reader,How long will a PMJJBY policy lost upon purchase in a year?,prediction,0.488467276096344
1 June,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 80, 'end': 86}]","t till 31 May of the next year. Henceforth, the policy can be renewed on 1 June every year by paying the premium amount from the bank account. GST is ",answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.6666666666666666,1,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.7962672114372253
June 1 to May 31,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 821, 'end': 837}]","the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year.
Features of PMJJBY:",answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.4444444444444445,2,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.5482346415519714
,,"[{'start': 0, 'end': 0}]",,answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.010306690819561481
automatically mature when the insured member reaches 55 years of age,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1575, 'end': 1643}]",ixed amount of Rs.2 Lakh. The policy will automatically mature when the insured member reaches 55 years of age. It must be noted that irrespective of ,answer,['1 June every year'],"[{'start': 81, 'end': 98}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,When can the PMJJBY premium be renewed every year?,prediction,0.009579958394169807
45,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 300, 'end': 302}]","e noted that the risk cover under the policy will be applicable only after 45 days of enrolment in the scheme
Eligibility Conditions for PMJJBY:
The m",answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.6666666666666666,1,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.6601240038871765
,,"[{'start': 0, 'end': 0}]",,answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.00977037288248539
15,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 546, 'end': 548}]", covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free,answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.018920572474598885
date of auto-debit,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1210, 'end': 1228}]","t is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent",answer,['45 days '],"[{'start': 301, 'end': 309}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,How many days does it take for PMJJBY risk cover to be applicable after enrolment?,prediction,0.04645860940217972
have a savings bank account,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 575, 'end': 602}]",uired to open the account. It is mandatory for the insurers to have a savings bank account and give their consent to join/enable auto-debit the premiu,answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.8571428571428571,1,Reader,What is mandatory for PMJJBY scheme?,prediction,0.9571660161018372
,,"[{'start': 0, 'end': 0}]",,answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,What is mandatory for PMJJBY scheme?,prediction,0.06552988290786743
annual premium,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1136, 'end': 1150}]"," 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, which will automatically be deducted fro",answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,What is mandatory for PMJJBY scheme?,prediction,0.012072327546775341
to have a savings bank account,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 572, 'end': 602}]",quired to open the account. It is mandatory for the insurers to have a savings bank account and give their consent to join/enable auto-debit the premi,answer,['savings bank account'],"[{'start': 583, 'end': 603}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.7499999999999999,4,Reader,What is mandatory for PMJJBY scheme?,prediction,0.9240237474441528
on or before June 1st,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1116, 'end': 1137}]","ections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commen",answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,1,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.015367499552667141
annual,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1091, 'end': 1097}]",l be deducted automatically from the insured member’s bank account on an annual basis. It must be noted that the PMJJBY application form is available ,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,2,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.30493322014808655
automatically,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1032, 'end': 1045}]",ent period. It must be noted that the premium amount will be deducted automatically from the insured member’s bank account on an annual basis. It must,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.011851467192173004
,,"[{'start': 0, 'end': 0}]",,answer,['quarterly basis'],"[{'start': 1606, 'end': 1621}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,On what basis is the PMJJBY premium amount deducted from insurer's account?,prediction,0.24697020649909973
"English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1197, 'end': 1271}]","available in several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit ",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],1.0,1.0,1,Reader,What are the languages in which PMJJBY form is available?,prediction,0.971258819103241
"Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil",86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1206, 'end': 1271}]","lable in several languages such as English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil. Additionally, individuals who exit the ",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.9473684210526316,2,Reader,What are the languages in which PMJJBY form is available?,prediction,0.8614734411239624
,,"[{'start': 0, 'end': 0}]",,answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,3,Reader,What are the languages in which PMJJBY form is available?,prediction,0.00992586463689804
Pradhan Mantri Jeevan Jyoti Bima Yojana,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 904, 'end': 943}]","e period will be renewed every year.
Features of PMJJBY:
Pradhan Mantri Jeevan Jyoti Bima Yojana is a one-year life insurance scheme available for ren",answer,"['English, Hindi, Gujarati, Bangla, Kannada, Odia, Marathi, Telugu and Tamil']","[{'start': 1198, 'end': 1272}]",['86b6adea4b99d7e62c865b8c75353e3a-1'],0.0,0.0,4,Reader,What are the languages in which PMJJBY form is available?,prediction,0.00986869540065527
,,"[{'start': 0, 'end': 0}]",,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,What does PMSBY mean?,prediction,0.010029768571257591
Pradhan Mantri Suraksha Bima Yojana,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 6, 'end': 41}]","PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can ",answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,2,Reader,What does PMSBY mean?,prediction,0.9695111513137817
‘PMSBY Y’.,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1012, 'end': 1022}]", receive the activation SMS. The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message. The Bank wi,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What does PMSBY mean?,prediction,0.25668859481811523
multiple accounts in multiple banks,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 550, 'end': 585}]",ble to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one ,answer,['Pradhan Mantri Suraksha Bima Yojana'],"[{'start': 7, 'end': 42}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What does PMSBY mean?,prediction,0.009870409034192562
social security,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 57, 'end': 72}]","PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can ",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.8,1,Reader,What type of scheme is PMSBY?,prediction,0.921108603477478
yearly,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 319, 'end': 325}]","for auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence the individual must provide consent for auto-debit b",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What type of scheme is PMSBY?,prediction,0.012772559188306332
multiple accounts in multiple banks,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 550, 'end': 585}]",ble to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one ,answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What type of scheme is PMSBY?,prediction,0.008972478099167347
,,"[{'start': 0, 'end': 0}]",,answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What type of scheme is PMSBY?,prediction,0.011481150053441525
accidental death and permanent disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1263, 'end': 1304}]",he date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Per,answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.7272727272727272,1,Reader,What is covered under PMSBY scheme?,prediction,0.7365370392799377
